Filepath,Class
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_2036.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-11-10.001.A1+L1_18086.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-11-10.001.A1+L1_5367.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_594.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_1629.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_5668.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/FVB042.2019-10-15.001.A1+A1_2463.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-11-10.001.A1+L1_485.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/FVB081.2019-12-04.001.A1+A1_4233.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_4403.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_735.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CTO002.2020-02-24.005.A1+T1_3500.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/FVB081.2019-12-04.001.A1+A1_1496.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CTO002.2020-02-24.005.A1+T1_971.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-11-10.001.A1+L1_14531.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/FVB039.2019-10-14.001.A1+A1_5448.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-11-10.001.A1+L1_19460.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_6571.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/FVB077.2019-12-02.001.A1+A1_1986.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-20-19.012.T1+F1_125.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-11-10.001.A1+L1_2071.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CTO002.2020-02-24.005.A1+T1_8525.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-11-10.001.A1+L1_27265.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_6761.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/FVB007.2019-06-14.001.A1+A1_2211.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CTO002.2020-02-24.005.A1+T1_520.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/FVB007.2019-06-14.001.A1+A1_8787.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/FVB051.2019-10-18.001.A1+A1_32601.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-20-19.012.T1+F1_62.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-20-19.012.T1+F1_19.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_3419.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_3680.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/FVB039.2019-10-14.001.A1+A1_10419.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_780.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-11-10.001.A1+L1_3201.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/FVB042.2019-10-15.001.A1+A1_1690.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/FVB002.2019-06-05.001.A1+A1_7945.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_1591.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_7143.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_5488.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/FVB039.2019-10-14.001.A1+A1_11323.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-11-10.001.A1+L1_13575.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_3260.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-20-19.012.T1+F1_91.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_1535.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_5169.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CTO002.2020-02-24.005.A1+T1_3361.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CTO002.2020-02-24.005.A1+T1_1897.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/FVB068.2019-11-18.001.A1+A1_19577.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_3028.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-11-10.001.A1+L1_7107.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_489.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/FVB005.2019-06-12.001.A1+A1_704.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_1458.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-11-10.001.A1+L1_535.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_4528.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-11-10.001.A1+L1_4490.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_1972.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/FVB007.2019-06-14.001.A1+A1_584.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_7171.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/FVB039.2019-10-14.001.A1+A1_5331.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_6669.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_2544.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_7434.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/FVB068.2019-11-18.001.A1+A1_69790.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_5981.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_5370.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CTO002.2020-02-24.005.A1+T1_8907.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-20-19.012.T1+F1_172.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-20-19.012.T1+F1_175.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_7328.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/FVB005.2019-06-12.001.A1+A1_1066.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-20-19.012.T1+F1_109.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/FVB002.2019-06-05.001.A1+A1_8362.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_2372.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/FVB015.2019-07-09.001.A1+A1_18172.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/FVB039.2019-10-14.001.A1+A1_2814.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_2174.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_2602.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_646.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-20-19.012.T1+F1_23.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/FVB002.2019-06-05.001.A1+A1_3106.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-09-22.005.T1+L1_7294.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-11-10.001.A1+L1_11535.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/dmpom/CBR001.2020-11-10.001.A1+L1_2475.jpg,dmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_8587.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB048.2019-10-17.001.A1+A1_10910.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB043.2019-10-15.001.A1+A1_18087.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB068.2019-11-18.001.A1+A1_36195.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB043.2019-10-15.001.A1+A1_18107.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB015.2019-07-09.001.A1+A1_12674.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB051.2019-10-18.001.A1+A1_2517.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_15959.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_20590.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_9492.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB043.2019-10-15.001.A1+A1_18096.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_3434.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_19098.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB007.2019-06-14.001.A1+A1_15462.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB068.2019-11-18.001.A1+A1_44960.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_5708.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_13480.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB045.2019-10-16.001.A1+A1_3608.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_14322.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB051.2019-10-18.001.A1+A1_4472.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB002.2019-06-05.001.A1+A1_8832.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_559.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB007.2019-06-14.001.A1+A1_8694.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB047.2019-10-17.001.A1+A1_1734.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_11115.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_5305.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_17809.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB007.2019-06-14.001.A1+A1_4733.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_19396.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB002.2019-06-05.001.A1+A1_885.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_11801.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB045.2019-10-16.001.A1+A1_2744.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_13003.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_14412.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_17797.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_6866.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_5881.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_5620.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_10361.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_19276.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB002.2019-06-05.001.A1+A1_8839.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_19774.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_5118.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB015.2019-07-09.001.A1+A1_17717.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_2336.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB048.2019-10-17.001.A1+A1_6007.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB081.2019-12-04.001.A1+A1_4555.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB011.2019-06-25.001.A1+A1_31705.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_9616.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB043.2019-10-15.001.A1+A1_18054.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB051.2019-10-18.001.A1+A1_26001.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_2875.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB007.2019-06-14.001.A1+A1_7411.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB045.2019-10-16.001.A1+A1_14586.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_3493.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB011.2019-06-25.001.A1+A1_7684.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB045.2019-10-16.001.A1+A1_3642.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB068.2019-11-18.001.A1+A1_40497.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_11495.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB007.2019-06-14.001.A1+A1_14925.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB045.2019-10-16.001.A1+A1_9899.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB011.2019-06-25.001.A1+A1_24120.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB002.2019-06-05.001.A1+A1_8852.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_23285.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB075.2019-11-26.001.A1+A1_2802.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB015.2019-07-09.001.A1+A1_14032.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/FVB051.2019-10-18.001.A1+A1_20520.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_8782.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/mpom/lmpom/CBR001.2020-11-10.001.A1+L1_5844.jpg,lmpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_736.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CTO002.2020-02-24.005.A1+T1_9860.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_731.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_743.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_792.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CTO002.2020-02-24.005.A1+T1_2767.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_738.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_744.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_795.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_821.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_814.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CTO002.2020-02-24.005.A1+T1_1691.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_771.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_813.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_776.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_778.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_704.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_703.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CTO002.2020-02-24.005.A1+T1_2397.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_712.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_769.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_715.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_767.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_802.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CTO002.2020-02-24.005.A1+T1_2738.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_760.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_805.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_729.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_784.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_755.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_783.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_752.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_720.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CTO002.2020-02-24.005.A1+T1_40.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_727.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_702.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CTO002.2020-02-24.005.A1+T1_637.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CTO002.2020-02-24.005.A1+T1_1699.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_779.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_705.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CTO002.2020-02-24.005.A1+T1_1409.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_812.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_777.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_815.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_770.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CTO002.2020-02-24.005.A1+T1_59.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_739.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_745.jpg,ndpom
/DATA_init/plankton_datasets/MicroL/nonplankton/pom/ndpom/CBR001.2020-20-19.035.T1+F1_794.jpg,ndpom
